PWY-735	jasmonic acid biosynthesis	jasmonate biosynthesis
PWY-6681	neurosporaxanthin biosynthesis	
P241-PWY	coenzyme B biosynthesis	7-mecaptoheptanoylthreonine phosphate biosynthesis	CoB biosynthesis
PWY-7869	<i>cis</i>-alkene biosynthesis	olefin biosynthesis
P224-PWY	dissimilatory sulfate reduction II (to thiosulfate)	bisulfite reduction
PWY-5929	puromycin biosynthesis	
PWY-8077	ginkgotoxin biosynthesis	
PWY-8009	L-cysteine biosynthesis VIII (Thermococcus kodakarensis)	
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	
PWY-6756	<i>S</i>-methyl-5'-thioadenosine degradation II	methylthioadenosine degradation II
HEMESYN2-PWY	heme <i>b</i> biosynthesis II (oxygen-independent)	
PWY-5793	maysin biosynthesis	
PWY-6372	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>)	lipid-independent phytic acid biosynthesis	lipid-independent InsP<sub>6</sub> biosynthesis	lipid-independent phytate biosynthesis	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (lipid-independent)	phytate biosynthesis
PWY-5105	hesperitin glycoside biosynthesis	
PWY-7026	terminal olefins biosynthesis I	1-alkenes biosynthesis
PWY-7945	2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis	C.p.450 monoglucoside biosynthesis
PWY-8067	methylphosphonate biosynthesis	
PWY-7766	heme <i>b</i> biosynthesis IV (Gram-positive bacteria)	
PWY-6140	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononic acid biosynthesis	CMP-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis	CMP-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonate biosynthesis	CMP-KDN biosynthesis
PWY-762	phospholipid desaturation	fatty acid desaturation	polyunsaturated phospholipid biosynthesis
PWY-8015	glycine degradation (Stickland reaction)	glycine fermentation	glycine reductive fermentation
PWY-6839	2-aminoethylphosphonate biosynthesis	
PWY-7029	terminal olefins biosynthesis II	1-alkenes biosynthesis II
DISSULFRED-PWY	dissimilatory sulfate reduction I (to hydrogen sufide))	sulfate respiration
PWY-6308	L-cysteine biosynthesis II (tRNA-dependent)	L-cysteinyl-tRNA<sup>cys</sup> biosynthesis via tRNA modification
PWY-7070	steviol biosynthesis	
PWY-6940	icosapentaenoate biosynthesis VI (fungi)	eicosapentaenoate biosynthesis III (fungi)
PWY-7580	phycoerythrobilin biosynthesis II	
PWY-6836	santalene biosynthesis II	
PWY-6536	4-aminobutanoate degradation III	&gamma;-amino-butyrate shunt	GABA degradation	4-aminobutyrate degradation III	4-aminobutanoic acid degradation III
PWY-8099	tetrahydropteridine recycling	
PWY-7632	hinokiresinol biosynthesis	
PWY-7780	butane degradation	
PWY-5662	glucosylglycerate biosynthesis I	
PWY-7705	4'-methoxyviridicatin biosynthesis	
PWY-6012-1	acyl carrier protein activation	[acp] metabolism	ACP metabolism
PWY-7170	phytochromobilin biosynthesis	
PWY-6028	acetoin degradation	
PWY-7039	phosphatidate metabolism, as a signaling molecule	PA metabolism
PWY-5057	L-valine degradation II	Ehrlich pathway
PWY-5408	9-lipoxygenase and 9-hydroperoxide lyase pathway	9-LOX and 9-HPL pathway	9-oxo-nonanoate biosynthesis
PWY-5305	bixin biosynthesis	annatto biosynthesis	norbixin biosynthesis
PWY-6012	acyl carrier protein metabolism	[acp] metabolism	ACP metabolism
PWY-7586	&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation	
PWY-6685	glucosylglycerate biosynthesis II	
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	denitrification	nitrate respiration
PWY-8034	spectinabilin biosynthesis	neoaureothin biosynthesis
PWY-5316	nicotine biosynthesis	
PWY-6281	L-selenocysteine biosynthesis II (archaea and eukaryotes)	
PWY-6164	3-dehydroquinate biosynthesis I	
PWY-5796	malonate decarboxylase activation	
PWY-7779	methyl <i>tert</i>-butyl ether degradation	MTBE degradation
PWY0-1391	<i>S</i>-methyl-5'-thioadenosine degradation IV	methylthioadenosine degradation IV
PWY-7578	phycoviolobilin biosynthesis	
PWY-7298	nevadensin biosynthesis	
PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	lipid-independent phytic acid biosynthesis	lipid-independent InsP<sub>6</sub> biosynthesis	lipid-independent phytate biosynthesis	hexakisphosphate biosynthesis (lipid-independent)	phytate biosynthesis
PWY-5118	ponciretin biosynthesis	
P2-PWY	citrate lyase activation	
PWY18C3-9	diacylsucrose biosynthesis (<i>Solanum</i>)	
PWY-6686	mannosylglucosylglycerate biosynthesis I	
PWY-8101	arsenate detoxification III (thioredoxin)	
PWY-5915	phycoerythrobilin biosynthesis I	
PWY-6352	3-phosphoinositide biosynthesis	phosphatidylinositol-3,4-bisphosphate biosynthesis	phosphatidylinositol 3-phosphate biosynthesis	phosphatidylinositol-3,4,5-triphosphate biosynthesis
VALDEG-PWY	L-valine degradation I	
PWY-5979	3-amino-5-hydroxybenzoate biosynthesis	aminoshikimate pathway
PWY-6687	mannosylglucosylglycerate biosynthesis II	
PWY0-901	L-selenocysteine biosynthesis I (bacteria)	
PWY18C3-18	labdenediol and sclareol biosynthesis	
PWY-4621	arsenate detoxification II (glutaredoxin)	
PWY-7602	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	
PWY-7579	phycourobilin biosynthesis	
PWY-5725	farnesene biosynthesis	
PWY-6537	4-aminobutanoate degradation II	4-aminobutyrate degradation II	4-aminobutanoic acid degradation II
PWY-7397	naringenin biosynthesis (engineered)	
BETSYN-PWY	glycine betaine biosynthesis I (Gram-negative bacteria)	
P421-PWY	4-nitrotoluene degradation I	4-nitrotoluene catabolism I
PWY-7526	fumitremorgin A biosynthesis	
PWY1YI0-1	arsenate detoxification V	
PWY-5917	phycocyanobilin biosynthesis	
PWY-7782	plasmalogen biosynthesis	
PWY-7232	gibberellin biosynthesis V	GA3 and GA6 biosynthesis (plants)
LCYSDEG-PWY	L-cysteine degradation II	L-cysteine catabolism	L-cysteine degradation
PWY-6004	glycine betaine biosynthesis V (from glycine)	betaine biosynthesis from glycine
PWY-6684	aromatic  glucosinolate activation	glucotropeolin breakdown
PWY-7735	echinomycin and triostin A biosynthesis	
PWY-8080	kainate biosynthesis	
PWY-5154	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	
PWY-7931	brominated pyrroles biosynthesis	
PWY-6421	arsenate detoxification IV (mycothiol)	arsenate reduction (mycothiol)
PWY-6753	<i>S</i>-methyl-5'-thioadenosine degradation III	methylthioadenosine degradation III
PWY-7760	bacteriochlorophyll <i>e</i> biosynthesis	
PWY-7189	pinocembrin <i>C</i>-glucosylation	<i>C</i>-glucosylchrysin biosynthesis
PWY-6554	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	phytate biosynthesis
PWY4FS-17	abscisic acid biosynthesis shunt	abscisate biosynthesis shunt	ABA shunt
PWY18C3-8	monoacylsucrose biosynthesis (<i>Solanum</i>)	
P541-PWY	glycine betaine biosynthesis IV (from glycine)	betaine biosynthesis from glycine
PWY-5644	4-nitrotoluene degradation II	
PWY-4202	arsenate detoxification I (mammalian)	
PWY-5526	bacteriochlorophyll <i>a</i> biosynthesis	
PWY-5661	GDP-glucose biosynthesis	
PWY-7411	phosphatidate biosynthesis (yeast)	
PWY-5329	L-cysteine degradation III	
PWY-7910	homofuraneol biosynthesis	
PWY1F-353	glycine betaine biosynthesis III (plants)	glycine betaine biosynthesis
PWYQT-4476	indole glucosinolate activation (herbivore attack)	indole glucosinolate breakdown (herbivore attack)	glucosinolate degradation
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	
PWY-6691	plaunotol biosynthesis	
PWY-6958	icosapentaenoate biosynthesis I (lower eukaryotes)	eicosapentaenoate biosynthesis I (lower eukaryotes)
PWY-7762	bacteriochlorophyll <i>b</i> biosynthesis	
PWY-6291	valencene and 7-epi-&alpha;-selinene biosynthesis	
PWY-6473	4-aminobutanoate degradation IV	GABA metabolism during fruit ripening	4-aminobutyrate degradation IV	4-aminobutanoic acid degradation IV
PWY-6325	echinatin biosynthesis	
PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	
PWY-5636	2-nitrophenol degradation	<i>ortho</i>-nitrophenol degradation	<i>o</i>-nitrophenol degradation
PWY-7612	chaetoglobosin A biosynthesis	
P641-PWY	phenylmercury acetate degradation	
PWY-7758	bacteriochlorophyll <i>d</i> biosynthesis	
GDPRHAMSYN-PWY	GDP-D-rhamnose biosynthesis	GDP-&alpha;-D-rhamnose biosynthesis
PWY-6349	CDP-archaeol biosynthesis	
CYSTEINE-DEG-PWY	L-cysteine degradation I	cysteine degradation I
PWY-7662	glycogen degradation III (via anhydrofructose)	the anhydrofructose pathway
PWY-5036	gibberellin biosynthesis II (early C-3 hydroxylation)	
PWY-8032	chloramphenicol biosynthesis	
PWY-5656	mannosylglycerate biosynthesis I	
PWYQT-4477	indole glucosinolate activation (intact plant cell)	indole glucosinolate breakdown (the PEN2 pathway)	indole glucosinolate breakdown (intact plant cell)
PWY-7653	griseofulvin biosynthesis	
PWY-5752	piperine biosynthesis	
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	
PWY-7935	spongiadioxin C biosynthesis	
PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	
PWY-8127	chlorophyll <i>b</i><sub>2</sub> biosynthesis	
PWY-6239	luteolin glycosides biosynthesis	
PWY-6361	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)	phytate biosynthesis
PWY-695	abscisic acid biosynthesis	ABA synthesis
PWY18C3-16	acylsucrose biosynthesis (<i>Solanum habrochaites</i>)	
PWY-5658	mannosylglycerate biosynthesis II	
PWY-5488	4-nitrophenol degradation II	<i>p</i>-nitrophenol degradation II
PWY-7759	bacteriochlorophyll <i>c</i> biosynthesis	
PWY-7613	GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis	
PWY-7100	spinosyn A biosynthesis	
THRDLCTCAT-PWY	L-threonine degradation III (to methylglyoxal)	
PWY-7492	paspaline biosynthesis	
PWY-6055	dimethylsulfoniopropanoate biosynthesis II (Spartina)	DMSP biosynthesis	dimethylsulfoniopropionate biosynthesis II (Spartina)
PWY-5143	long-chain fatty acid activation	long-chain acyl-CoA synthetase pathway
PWY-4983	nitric oxide biosynthesis II (mammals)	L-citrulline-NO cycle	L-citrulline-nitric oxide cycle
PWY-7994	dolabralexins biosynthesis	dolabradiene-derived diterpenes biosynthesis
PWY-6457	cinnamoyl-CoA biosynthesis	cinnamoyl-coenzyme A biosynthesis
PWY-8064	sodorifen biosynthesis	
PWY-7897	flavonoid di-C-glucosylation	
PWY-6053	dimethylsulfoniopropanoate biosynthesis III (algae)	DMSP biosynthesis	dimethylsulfoniopropionate biosynthesis III (algae)
PWY-5487	4-nitrophenol degradation I	<i>p</i>-nitrophenol degradation I
PWY-7138	noscapine biosynthesis	
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	GDP-L-fucose biosynthesis (salvage pathway)
PWY-6972	oleandomycin activation/inactivation	
PWY-5436	L-threonine degradation IV	
PWY-5047	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	GA<sub>3</sub> biosynthesis
PWY-7733	3-hydroxyquinaldate biosynthesis	3-hydroxyquinaldic acid biosynthesis
PWY-6054	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	DMSP biosynthesis	dimethylsulfoniopropionate biosynthesis I (Wollastonia)
PWY-1822	indole-3-acetate activation I	IAA biosynthesis from amide-conjugates	IAA deconjugation	indole-3-acetic acid biosynthesis from amide-conjugates	IAA activation I	indole-3-acetic acid activation I
PWY-7274	D-cycloserine biosynthesis	
PWY-5110	trigonelline biosynthesis	
PWY-4281	L-proline biosynthesis IV	
PWY-7932	polybrominated biphenyls and diphenyl ethers biosynthesis	
PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	thiamin diphosphate biosynthesis IV (eukaryotes)	vitamin B1 biosynthesis IV (eukaryotes)	thiamine diphosphate biosynthesis (plants)
PWY-6010	apigenin glycosides biosynthesis	
PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)	phytate biosynthesis
PWY18C3-15	acylsucrose biosynthesis (<i>Solanum pennellii</i>)	
PWY66-421	homocarnosine biosynthesis	
PWY-7096	triclosan resistance	
PWY-6893	thiamine diphosphate biosynthesis II (Bacillus)	vitamin B<sub>1</sub> biosynthesis II	thiamin diphosphate biosynthesis II (Bacillus)
PWY-5738	GDP-6-deoxy-D-talose biosynthesis	
PWY-7621	autoinducer CAI-1 biosynthesis	cholerae autoinducer-1 biosynthesis
PWY-5437	L-threonine degradation I	
PWY-6802	salidroside biosynthesis	
PWY-6845	nitric oxide biosynthesis I (plants)	
PWY-7895	ethionamide activation	
ORN-AMINOPENTANOATE-CAT-PWY	L-ornithine degradation I (L-proline biosynthesis)	
PWY-6304	casbene biosynthesis	
PWY-5901	2,3-dihydroxybenzoate biosynthesis	
PWY-6828	linezolid resistance	peptidyl tranferase center modification
PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	vitamin B<sub>1</sub> biosynthesis	thiamin diphosphate biosynthesis I (E. coli)
PWY-6275	&beta;-caryophyllene biosynthesis	
PWY-5648	2-nitrobenzoate degradation II	
PWY-6515	phloridzin biosynthesis	
PWY-7860	nitric oxide biosynthesis III (bacteria)	
PWY-5645	4-chloronitrobenzene degradation	1-chloro-4-nitrobenzene degradation
PWY-7607	meleagrin biosynthesis	
DESULFONATION-PWY	benzenesulfonate degradation	
PWY-6907	thiamine diphosphate biosynthesis III (Staphylococcus)	vitamin B<sub>1</sub> biosynthesis III	thiamin diphosphate biosynthesis III (Staphylococcus)
PWY-5115	GDP-L-galactose biosynthesis	
PWY-5637	nitrobenzene degradation I	
THREONINE-DEG2-PWY	L-threonine degradation II	threonine dehydrogenase pathway	TDG pathway
PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis I (late C-3 hydroxylation)	gibberellin biosynthesis I (late C-13 hydroxylation)
PWY-7025	gentamicin biosynthesis	gentamycin biosynthesis
PWY-1921	indole-3-acetate activation II	IAA biosynthesis from glucosylated derivatives	IAA activation II	indole-3-acetic acid activation II
UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	UDP-<i>N</i>-acetylgalactosamine biosynthesis	hexosamine biosynthetic pathway
PWY-5640	nitrobenzene degradation II	
PWY-6682	dehydrophos biosynthesis	
PWY-5400	amaranthin biosynthesis	
PWY-4981	L-proline biosynthesis II (from arginine)	
PWY-7929	polybrominated phenols biosynthesis	
PWY-6898	thiamine diphosphate salvage III	thiamin salvage III
PWY-5060	luteolin biosynthesis	
PWY-7681	1-chloro-2-nitrobenzene degradation	2-chloronitrobenzene degradation
PWY-7497	3&beta;-hydroxysesquiterpene lactone biosynthesis	
PWY8J2-22	kanosamine biosynthesis II	
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis
PWY-5642	2,4-dinitrotoluene degradation	
PWY-7357	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	
PWY-7573	GDP-mycosamine biosynthesis	
PWY-7181	pyrimidine deoxyribonucleosides degradation	
PWY-6153	autoinducer AI-2 biosynthesis I	
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	
PWY-5643	2,6-dinitrotoluene degradation	
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	
PWY66-428	L-threonine degradation V	
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	
PWY-5960	aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis	
PWY-5532	nucleoside and nucleotide degradation (archaea)	
PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	
PWY-7896	isoniazid activation	
PWY-7627	2,4,6-trinitrophenol and 2,4-dinitrophenol degradation	picric acid degradation
PROSYN-PWY	L-proline biosynthesis I (from L-glutamate)	
PWY-7572	lolitrem B biosynthesis	
PWY-5765	1,3,5-trimethoxybenzene biosynthesis	trimethoxybenzene biosynthesis	TMB biosynthesis
PWY-6899	base-degraded thiamine salvage	formylaminopyrimidine salvage	base-degraded thiamin salvage
PWY-7720	ophiobolin F biosynthesis	
PWY1F-FLAVSYN	flavonoid biosynthesis	flavonoid biosynthesis
PWY-8013	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis III	
PWY-7603	stephacidin A biosynthesis	
PWY-6041	4-sulfocatechol degradation	
PWY-6896	thiamine diphosphate salvage I	thiamin salvage I
PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	
PWY-5641	2-nitrotoluene degradation	
PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	
ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	
PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	
PWY-6666	pyocyanin biosynthesis	
PWY-4441	DIMBOA-glucoside activation	
PWY-5512	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	
PWY-6051	2,4,6-trinitrotoluene degradation	TNT degradation
PWY-5776	2-hydroxyphenazine biosynthesis	
PWY-5426	betaxanthin biosynthesis	
PWY-3341	L-proline biosynthesis III (from L-ornithine)	
PWY-7930	pyoluteorin biosynthesis	
PWY-6910	hydroxymethylpyrimidine salvage	HMP salvage
PWY-7325	salvigenin biosynthesis	
PWY-6430	thymine degradation	uracil degradation (reductive)
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	
PWY-5195	artemisinin and arteannuin B biosynthesis	
PWY-5978	kanosamine biosynthesis I	
PWY-6138	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	CMP-<i>N</i>-acetylneuraminic acid biosynthesis I (eukaryotes)
PWY-7356	thiamine diphosphate salvage IV (yeast)	thiamin salvage IV (yeast)
PWY-5739	GDP-D-perosamine biosynthesis	GDP-&alpha;-D-perosamine biosynthesis
PWY-6154	autoinducer AI-2 biosynthesis II (<i>Vibrio</i>)	
PWY-6462	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis)	
ARG-GLU-PWY	L-arginine degradation VII (arginase 3 pathway)	
PWY-8076	8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis	
PWY-6139	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)	CMP-<i>N</i>-acetylneuraminic acid biosynthesis II (bacteria)
PWY-6633	caffeine degradation V (bacteria, via trimethylurate)	caffeine C-8 oxidation pathway	caffeine degradation V (bacteria, to trimethylurate)
PWY-2942	L-lysine biosynthesis III	
PWY-7482	cyclooctatin biosynthesis	
PWY-7076	3,5-dimethoxytoluene biosynthesis	DMT biosynthesis
PWY-6892	thiazole component of thiamne diphosphate biosynthesis	(<i>R,Z</i>)-2-(2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene)ethyl phosphate biosynthesis
PWY-6258	patchoulol biosynthesis	
PWY-6771	rhamnogalacturonan type I degradation II (bacteria)	
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens)	
PWY-6787	flavonoid biosynthesis (in equisetum)	
PWY-1269	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	CMP-Kdo biosynthesis I
PWY-5883	ephedrine biosynthesis	
PWY-7521	3-(4-sulfophenyl)butanoate degradation	
PWY-6909	thiazole component of thiamne diphosphate biosynthesis III	
PWY-5659	GDP-mannose biosynthesis	
PWY-8051	anandamide biosynthesis I	the transacylation-phosphodiesterase pathway
PWY-6459	peptidoglycan cross-bridge biosynthesis I (S. aureus)	
PWY-5742	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	
NONMEVIPP-PWY	methylerythritol phosphate pathway I	nonmevalonate isopentenyl diphosphate biosynthesis	methylerythritol phosphate degradation	MEP degradation	deoxyxylulose phosphate pathway	DOXP pathway	Rohmer pathway	isopentenyl diphosphate biosynthesis -- mevalonate-independent	nonmevalonate isoprenoid pathway	MEP pathway
PWY-5757	fosfomycin biosynthesis	
PWY-6749	CMP-legionaminate biosynthesis I	CMP-legionaminic acid biosynthesis I	5,7-diacetamido-3,5,7,9-tetradeoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis I	CMP-<i>N</i>, <i>N</i>-diacetyllegionaminate biosynthesis I
PWY-6552	caffeine degradation I (main, plants)	
PWY-8012	mupirocin biosynthesis	pseudomonic acid biosynthesis
PWY-5403	betaxanthin biosynthesis (via dopamine)	
DAPLYSINESYN-PWY	L-lysine biosynthesis I	L-lysine and L-diaminopimelate biosynthesis
PWY-7934	polybrominated dihydroxylated diphenyl ethers biosynthesis	
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis
PWY-7212	baicalein metabolism	
PWY-7816	poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>)	ribitol teichoic acid biosynthesis
PWY-6540	costunolide biosynthesis	
PWY-7131	CMP-legionaminate biosynthesis II	
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	HMP-PP biosynthesis
PWY-7610	GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis	
PWY-6157	autoinducer AI-1 biosynthesis	
PWY-8053	anandamide biosynthesis II	
TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis	major teichoic acid biosynthesis	glycerol teichoic acid biosynthesis
ARGDEG-IV-PWY	L-arginine degradation VIII (arginine oxidase pathway)	
PWY-7861	<i>N</i>-hydroxy-L-pipecolate biosynthesis	
PWY-6553	caffeine degradation II	
PWY-3081	L-lysine biosynthesis V	
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	
PWY-6458	benzoyl-CoA biosynthesis	benzoyl-coenzyme A biosynthesis
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	
PWY-7712	deoxynivalenol biosynthesis	DON biosynthesis
PWY-7817	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)	
PWY-2381	4-nitrobenzoate degradation	<i>p</i>-nitrobenzoate degradation
PWY-6232	chrysoeriol biosynthesis	3'-O-Methylluteolin biosynthesis	5,7,4'-trihydroxy-3'-methoxyflavone biosynthesis
PWY18C3-3	&alpha;-tomatine biosynthesis	
PWY-7043	11-<i>cis</i>-3-hydroxyretinal biosynthesis	
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GDP-L-fucose biosynthesis I (<i>de novo</i> synthesis)
PWY-7467	2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactosyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis	bactoprenyl-diphospho-acetamido-4-amino-6-deoxygalactopyranose biosynthesis
PWY-7628	2,4-dinitroanisole degradation	
ARG-PRO-PWY	L-arginine degradation VI (arginase 2 pathway)	
PWY-7560	methylerythritol phosphate pathway II	nonmevalonate isopentenyl diphosphate biosynthesis	methylerythritol phosphate degradation	MEP degradation	deoxyxylulose phosphate pathway	DOXP pathway	Rohmer pathway	isopentenyl diphosphate biosynthesis -- mevalonate-independent	nonmevalonate isoprenoid pathway	MEP pathway
PWY-7911	6'-dechloromelleolide F biosynthesis	
PWY-6538	caffeine degradation III (bacteria, via demethylation)	caffeine degradation (bacteria)
PWY-7718	actinomycin D biosynthesis	actinomycin C1 biosynthesis
PWY-5394	betalamic acid biosynthesis	
LYSINE-AMINOAD-PWY	L-lysine biosynthesis IV	
PWY-6435	4-hydroxybenzoate biosynthesis III (plants)	
PWY-7044	5-nitroanthranilate degradation	
PWY-6861	the visual cycle I (vertebrates)	
PWY-7161	polymethylated quercetin biosynthesis	
PWY-7818	type IV lipoteichoic acid biosynthesis (<i>S. pneumoniae</i>)	
PWY-7403	tetramethylpyrazine degradation	
PWY-6243	bergamotene biosynthesis I	
PWY-7041	the visual cycle II (molluscs)	the visual cycle II (cephalopods)
PWY-5740	GDP-L-colitose biosynthesis	
PWY-5001	tetrahydroxyxanthone biosynthesis (from benzoate)	
PWY-7815	poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>)	ribitol teichoic acid biosynthesis
PWY-7523	L-arginine degradation XII	
PWY-7236	mycocyclosin biosynthesis	
PWY-2421	indole-3-acetate degradation I	indole-3-acetic acid degradation I
PWY-5097	L-lysine biosynthesis VI	
PWY18C3-7	cembratrienediol biosynthesis	
PWY-6320	phaselate biosynthesis	<i>o</i>-diphenol biosynthesis
PWY-7042	the visual cycle (insects)	
PWY-6128	cis-calamenene related sesquiterpenoids biosynthesis	
PWY-7819	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	minor teichoic acid biosynthesis	GlcGalNAc-1P teichoic acid biosynthesis
PWY-7555	&alpha;-cyclopiazonate biosynthesis	
PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	
PWY-7953	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis III (<i>meso</i>-diaminopimelate containing)	
PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	
PWY-8125	mevalonate pathway IV (archaea)	archaeal mevalonate pathway	MVA pathway IV
PWY-7706	dapdiamides biosynthesis	
PWY-8087	indole-3-acetate degradation II	indole-3-acetic acid degradation II
PWY-7570	blasticidin S biosynthesis	
PWY-5439	betacyanin biosynthesis (via dopamine)	
PWY-2941	L-lysine biosynthesis II	
PWY-5754	4-hydroxybenzoate biosynthesis I (eukaryotes)	<i>p</i>-hydroxybenzoate biosynthesis I (eukaryotes)
PWY-6015	vitexin and derivatives biosynthesis	vitexin and vitexin glycosides biosynthesis
PWY-6386	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	
PWY-6244	bergamotene biosynthesis II	
PWY-82	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	UDP-L-arabinose biosynthesis (salvage pathway)	UDP-L-arabinose biosynthesis II (from L-arabinose)
PWY-5002	tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)	
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	
PWY-5024	L-arginine degradation XI	
PWY-6699	oxalate biosynthesis	
PWY-6260	thyroid hormone metabolism I (via deiodination)	
PWY-5029	imidazole-lactate degradation	
PWY18C3-13	<i>cis</i>-abienol biosynthesis	
PWY-5787	oligomeric urushiol biosynthesis	urushiol biosynthesis	lacquer biosynthesis
PWY-6859	<i>all-trans</i>-farnesol biosynthesis	<i>trans,trans</i>-farnesol biosynthesis
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	
PWY0-1338	polymyxin resistance	L-Ara4N-modified lipid A biosynthesis	4-amino-4-deoxy-L-arabinose-modified lipid A biosynthesis
PWY-5666	&alpha;-solanine/&alpha;-chaconine biosynthesis	solanine/chaconine biosynthesis	steroidal glycoalkaloid biosynthesis	SGA biosynthesis
